feedback_id,timestamp,channel,content,sentiment_score,sentiment_label,topic_cluster,confidence,priority_score
FB_00255,2024-07-15T23:00:00.000Z,in_app,"Processed feedback content 255",0.107,negative,1,0.723,0.722
FB_00256,2024-05-26T23:00:00.000Z,phone,"Processed feedback content 256",0.580,neutral,5,0.742,0.673
FB_00257,2024-04-26T23:00:00.000Z,survey,"Processed feedback content 257",0.529,neutral,1,0.896,0.882
FB_00258,2024-04-30T23:00:00.000Z,phone,"Processed feedback content 258",0.462,neutral,4,0.878,0.881
FB_00259,2024-06-15T23:00:00.000Z,phone,"Processed feedback content 259",0.846,positive,8,0.853,0.674
FB_00260,2024-10-16T23:00:00.000Z,survey,"Processed feedback content 260",0.456,neutral,10,0.940,0.953
FB_00261,2024-06-25T23:00:00.000Z,survey,"Processed feedback content 261",0.519,neutral,12,0.705,0.799
FB_00262,2024-09-24T23:00:00.000Z,phone,"Processed feedback content 262",0.617,positive,5,0.898,0.953
FB_00263,2024-09-10T23:00:00.000Z,chat,"Processed feedback content 263",0.973,positive,3,0.767,0.603
FB_00264,2024-11-04T00:00:00.000Z,support_ticket,"Processed feedback content 264",0.327,negative,4,0.955,0.872
FB_00265,2024-08-13T23:00:00.000Z,support_ticket,"Processed feedback content 265",0.503,neutral,6,0.966,0.813
FB_00266,2024-03-11T00:00:00.000Z,support_ticket,"Processed feedback content 266",0.195,negative,5,0.786,0.983
FB_00267,2024-12-26T00:00:00.000Z,survey,"Processed feedback content 267",0.780,positive,11,0.894,0.740
FB_00268,2024-01-18T00:00:00.000Z,chat,"Processed feedback content 268",0.705,positive,3,0.761,0.683
FB_00269,2024-12-24T00:00:00.000Z,support_ticket,"Processed feedback content 269",0.528,neutral,1,0.823,0.891
FB_00270,2024-05-09T23:00:00.000Z,phone,"Processed feedback content 270",0.398,negative,9,0.978,0.651
FB_00271,2024-07-01T23:00:00.000Z,in_app,"Processed feedback content 271",0.561,neutral,11,0.938,0.636
FB_00272,2024-12-05T00:00:00.000Z,phone,"Processed feedback content 272",0.975,positive,7,0.949,0.919
FB_00273,2024-10-13T23:00:00.000Z,survey,"Processed feedback content 273",0.805,positive,10,0.834,0.902
FB_00274,2024-09-14T23:00:00.000Z,social_media,"Processed feedback content 274",0.364,negative,10,0.862,0.533
FB_00275,2024-11-06T00:00:00.000Z,phone,"Processed feedback content 275",1.000,positive,12,0.975,0.902
FB_00276,2024-11-11T00:00:00.000Z,phone,"Processed feedback content 276",0.596,neutral,5,0.826,0.713
FB_00277,2024-11-04T00:00:00.000Z,in_app,"Processed feedback content 277",0.227,negative,7,0.943,0.956
FB_00278,2024-06-04T23:00:00.000Z,survey,"Processed feedback content 278",0.177,negative,3,0.787,0.552
FB_00279,2024-05-16T23:00:00.000Z,social_media,"Processed feedback content 279",0.136,negative,3,0.738,0.912
FB_00280,2024-12-11T00:00:00.000Z,phone,"Processed feedback content 280",0.325,negative,12,0.918,0.933
FB_00281,2024-02-27T00:00:00.000Z,survey,"Processed feedback content 281",0.167,negative,4,0.884,0.556
FB_00282,2024-02-23T00:00:00.000Z,social_media,"Processed feedback content 282",0.773,positive,7,0.829,0.627
FB_00283,2024-05-13T23:00:00.000Z,in_app,"Processed feedback content 283",0.708,positive,4,0.899,0.941
FB_00284,2024-07-13T23:00:00.000Z,chat,"Processed feedback content 284",0.616,positive,8,0.954,0.929
FB_00285,2024-05-07T23:00:00.000Z,support_ticket,"Processed feedback content 285",0.042,negative,3,0.940,0.977
FB_00286,2024-05-14T23:00:00.000Z,social_media,"Processed feedback content 286",0.329,negative,8,0.943,0.702
FB_00287,2024-09-14T23:00:00.000Z,phone,"Processed feedback content 287",0.906,positive,1,0.828,0.510
FB_00288,2024-10-11T23:00:00.000Z,in_app,"Processed feedback content 288",0.435,neutral,8,0.737,0.801
FB_00289,2024-09-22T23:00:00.000Z,survey,"Processed feedback content 289",0.030,negative,12,0.972,0.976
FB_00290,2024-01-07T00:00:00.000Z,survey,"Processed feedback content 290",0.329,negative,3,0.802,0.839
FB_00291,2024-07-04T23:00:00.000Z,social_media,"Processed feedback content 291",0.707,positive,11,0.851,0.725
FB_00292,2024-02-15T00:00:00.000Z,email,"Processed feedback content 292",0.255,negative,12,0.794,0.857
FB_00293,2024-02-28T00:00:00.000Z,support_ticket,"Processed feedback content 293",0.016,negative,5,0.754,0.898
FB_00294,2024-10-14T23:00:00.000Z,chat,"Processed feedback content 294",0.325,negative,6,0.817,0.514
FB_00295,2024-08-20T23:00:00.000Z,phone,"Processed feedback content 295",0.106,negative,4,0.935,0.577
FB_00296,2024-07-25T23:00:00.000Z,support_ticket,"Processed feedback content 296",0.648,positive,12,0.804,0.981
FB_00297,2024-07-21T23:00:00.000Z,support_ticket,"Processed feedback content 297",0.737,positive,2,0.710,0.910
FB_00298,2024-09-10T23:00:00.000Z,chat,"Processed feedback content 298",0.606,positive,2,0.832,0.677
FB_00299,2024-07-11T23:00:00.000Z,email,"Processed feedback content 299",0.207,negative,11,0.847,0.570
FB_00300,2024-12-22T00:00:00.000Z,phone,"Processed feedback content 300",0.731,positive,11,0.724,0.976
FB_00301,2024-05-24T23:00:00.000Z,phone,"Processed feedback content 301",0.613,positive,2,0.846,0.679
FB_00302,2024-04-11T23:00:00.000Z,in_app,"Processed feedback content 302",0.050,negative,7,0.977,0.596
FB_00303,2024-07-23T23:00:00.000Z,in_app,"Processed feedback content 303",0.032,negative,2,0.864,0.930
FB_00304,2024-09-05T23:00:00.000Z,support_ticket,"Processed feedback content 304",0.689,positive,9,0.704,0.725
FB_00305,2024-08-22T23:00:00.000Z,social_media,"Processed feedback content 305",0.655,positive,5,0.819,0.688
FB_00306,2024-12-21T00:00:00.000Z,social_media,"Processed feedback content 306",0.562,neutral,1,0.753,0.818
FB_00307,2024-10-06T23:00:00.000Z,social_media,"Processed feedback content 307",0.011,negative,9,0.886,0.752
FB_00308,2024-10-06T23:00:00.000Z,support_ticket,"Processed feedback content 308",0.326,negative,6,0.915,0.755
FB_00309,2024-05-04T23:00:00.000Z,survey,"Processed feedback content 309",0.072,negative,11,0.881,0.974
FB_00310,2024-03-22T00:00:00.000Z,email,"Processed feedback content 310",0.979,positive,5,0.922,0.985
FB_00311,2024-02-03T00:00:00.000Z,survey,"Processed feedback content 311",0.526,neutral,3,0.742,0.703
FB_00312,2024-11-17T00:00:00.000Z,chat,"Processed feedback content 312",0.236,negative,4,0.913,0.699
FB_00313,2024-06-02T23:00:00.000Z,survey,"Processed feedback content 313",0.184,negative,3,0.887,0.802
FB_00314,2024-06-01T23:00:00.000Z,phone,"Processed feedback content 314",0.683,positive,1,0.728,0.653
FB_00315,2024-02-13T00:00:00.000Z,survey,"Processed feedback content 315",0.648,positive,6,0.922,0.666
FB_00316,2024-11-09T00:00:00.000Z,social_media,"Processed feedback content 316",0.622,positive,1,0.839,0.739
FB_00317,2024-12-12T00:00:00.000Z,social_media,"Processed feedback content 317",0.435,neutral,7,1.000,0.975
FB_00318,2024-12-23T00:00:00.000Z,email,"Processed feedback content 318",0.337,negative,12,0.729,0.741
FB_00319,2024-06-17T23:00:00.000Z,survey,"Processed feedback content 319",0.291,negative,12,0.943,0.893
FB_00320,2024-06-01T23:00:00.000Z,support_ticket,"Processed feedback content 320",0.040,negative,2,0.785,0.875
FB_00321,2024-03-20T00:00:00.000Z,email,"Processed feedback content 321",0.257,negative,4,0.794,0.982
FB_00322,2024-05-16T23:00:00.000Z,survey,"Processed feedback content 322",0.682,positive,7,0.856,0.912
FB_00323,2024-10-24T23:00:00.000Z,email,"Processed feedback content 323",0.941,positive,3,0.915,0.606
FB_00324,2024-09-24T23:00:00.000Z,in_app,"Processed feedback content 324",0.873,positive,8,0.796,0.566
FB_00325,2024-07-08T23:00:00.000Z,social_media,"Processed feedback content 325",0.238,negative,9,0.912,0.613
FB_00326,2024-02-08T00:00:00.000Z,phone,"Processed feedback content 326",0.905,positive,8,0.918,0.514
FB_00327,2024-12-28T00:00:00.000Z,email,"Processed feedback content 327",0.511,neutral,4,0.954,0.778
FB_00328,2024-10-22T23:00:00.000Z,phone,"Processed feedback content 328",0.916,positive,10,0.717,0.653
FB_00329,2024-03-20T00:00:00.000Z,chat,"Processed feedback content 329",0.268,negative,9,0.800,0.924
FB_00330,2024-05-10T23:00:00.000Z,survey,"Processed feedback content 330",0.074,negative,10,0.776,0.990
FB_00331,2024-01-27T00:00:00.000Z,social_media,"Processed feedback content 331",0.466,neutral,1,0.719,0.963
FB_00332,2024-06-06T23:00:00.000Z,survey,"Processed feedback content 332",0.974,positive,2,0.995,0.647
FB_00333,2024-09-08T23:00:00.000Z,survey,"Processed feedback content 333",0.843,positive,9,0.807,0.680
FB_00334,2024-08-09T23:00:00.000Z,in_app,"Processed feedback content 334",0.371,negative,4,0.931,0.778
FB_00335,2024-07-14T23:00:00.000Z,social_media,"Processed feedback content 335",0.541,neutral,6,0.836,0.917
FB_00336,2024-04-21T23:00:00.000Z,email,"Processed feedback content 336",0.579,neutral,3,0.850,0.916
FB_00337,2024-10-24T23:00:00.000Z,survey,"Processed feedback content 337",0.133,negative,6,0.809,0.855
FB_00338,2024-07-25T23:00:00.000Z,support_ticket,"Processed feedback content 338",0.948,positive,11,0.907,0.658
FB_00339,2024-06-21T23:00:00.000Z,chat,"Processed feedback content 339",0.649,positive,3,0.986,0.698
FB_00340,2024-11-22T00:00:00.000Z,chat,"Processed feedback content 340",0.497,neutral,9,0.739,0.812
FB_00341,2024-11-12T00:00:00.000Z,in_app,"Processed feedback content 341",0.936,positive,7,0.827,0.527
FB_00342,2024-05-12T23:00:00.000Z,support_ticket,"Processed feedback content 342",0.918,positive,12,0.785,0.809
FB_00343,2024-11-22T00:00:00.000Z,social_media,"Processed feedback content 343",0.753,positive,1,0.960,0.681
FB_00344,2024-08-20T23:00:00.000Z,in_app,"Processed feedback content 344",0.303,negative,2,0.970,0.692
FB_00345,2024-09-09T23:00:00.000Z,chat,"Processed feedback content 345",0.093,negative,4,0.907,0.768
FB_00346,2024-10-18T23:00:00.000Z,support_ticket,"Processed feedback content 346",0.515,neutral,2,0.881,0.902
FB_00347,2024-01-03T00:00:00.000Z,survey,"Processed feedback content 347",0.543,neutral,3,0.797,0.838
FB_00348,2024-07-31T23:00:00.000Z,chat,"Processed feedback content 348",0.477,neutral,10,0.975,0.544
FB_00349,2024-01-09T00:00:00.000Z,support_ticket,"Processed feedback content 349",0.537,neutral,1,0.715,0.894
FB_00350,2024-08-23T23:00:00.000Z,email,"Processed feedback content 350",0.962,positive,9,0.756,0.904
FB_00351,2024-09-12T23:00:00.000Z,chat,"Processed feedback content 351",0.798,positive,1,0.813,0.604
FB_00352,2024-05-01T23:00:00.000Z,email,"Processed feedback content 352",0.448,neutral,12,0.898,0.594
FB_00353,2024-11-01T00:00:00.000Z,support_ticket,"Processed feedback content 353",0.732,positive,7,0.759,0.577
FB_00354,2024-01-05T00:00:00.000Z,chat,"Processed feedback content 354",0.425,neutral,3,0.996,0.548
FB_00355,2024-11-06T00:00:00.000Z,support_ticket,"Processed feedback content 355",0.294,negative,4,0.810,0.725
FB_00356,2024-08-17T23:00:00.000Z,survey,"Processed feedback content 356",0.873,positive,5,0.850,0.931
FB_00357,2024-02-11T00:00:00.000Z,social_media,"Processed feedback content 357",0.613,positive,8,0.993,0.606
FB_00358,2024-10-08T23:00:00.000Z,survey,"Processed feedback content 358",0.523,neutral,7,0.851,0.926
FB_00359,2024-01-09T00:00:00.000Z,social_media,"Processed feedback content 359",0.414,neutral,5,0.717,0.593
FB_00360,2024-03-09T00:00:00.000Z,support_ticket,"Processed feedback content 360",0.850,positive,10,0.985,0.623
FB_00361,2024-01-07T00:00:00.000Z,social_media,"Processed feedback content 361",0.019,negative,8,0.949,0.717
FB_00362,2024-09-12T23:00:00.000Z,email,"Processed feedback content 362",0.901,positive,6,0.731,0.530
FB_00363,2024-12-22T00:00:00.000Z,phone,"Processed feedback content 363",0.988,positive,5,0.982,0.636
FB_00364,2024-12-17T00:00:00.000Z,support_ticket,"Processed feedback content 364",0.858,positive,10,0.980,0.864
FB_00365,2024-06-22T23:00:00.000Z,support_ticket,"Processed feedback content 365",0.058,negative,7,0.747,0.506
FB_00366,2024-09-19T23:00:00.000Z,phone,"Processed feedback content 366",0.901,positive,11,0.737,0.672
FB_00367,2024-05-22T23:00:00.000Z,in_app,"Processed feedback content 367",0.078,negative,1,0.925,0.842
FB_00368,2024-02-12T00:00:00.000Z,phone,"Processed feedback content 368",0.010,negative,5,0.983,0.829
FB_00369,2024-03-23T00:00:00.000Z,in_app,"Processed feedback content 369",0.612,positive,10,0.889,0.661
FB_00370,2024-09-02T23:00:00.000Z,in_app,"Processed feedback content 370",0.197,negative,3,0.742,0.967
FB_00371,2024-02-01T00:00:00.000Z,social_media,"Processed feedback content 371",0.583,neutral,2,0.976,0.537
FB_00372,2024-01-27T00:00:00.000Z,survey,"Processed feedback content 372",0.951,positive,8,0.886,0.735
FB_00373,2024-12-14T00:00:00.000Z,support_ticket,"Processed feedback content 373",0.180,negative,2,0.753,0.780
FB_00374,2024-01-28T00:00:00.000Z,phone,"Processed feedback content 374",0.338,negative,11,0.781,0.543
FB_00375,2024-02-03T00:00:00.000Z,in_app,"Processed feedback content 375",0.054,negative,6,0.987,0.598
FB_00376,2024-05-14T23:00:00.000Z,phone,"Processed feedback content 376",0.122,negative,10,0.749,0.877
FB_00377,2024-09-24T23:00:00.000Z,survey,"Processed feedback content 377",0.922,positive,12,0.712,0.740
FB_00378,2024-06-04T23:00:00.000Z,social_media,"Processed feedback content 378",0.296,negative,12,0.756,0.776
FB_00379,2024-11-19T00:00:00.000Z,chat,"Processed feedback content 379",0.708,positive,3,0.814,0.987
FB_00380,2024-10-11T23:00:00.000Z,survey,"Processed feedback content 380",0.880,positive,1,0.724,0.948
FB_00381,2024-06-12T23:00:00.000Z,chat,"Processed feedback content 381",0.297,negative,2,0.965,0.864
FB_00382,2024-11-05T00:00:00.000Z,survey,"Processed feedback content 382",0.944,positive,4,0.808,0.687
FB_00383,2024-07-03T23:00:00.000Z,in_app,"Processed feedback content 383",0.960,positive,8,0.712,0.692
FB_00384,2024-01-11T00:00:00.000Z,support_ticket,"Processed feedback content 384",0.772,positive,9,0.707,0.587
FB_00385,2024-08-16T23:00:00.000Z,social_media,"Processed feedback content 385",0.362,negative,2,0.900,0.902
FB_00386,2024-04-24T23:00:00.000Z,phone,"Processed feedback content 386",0.968,positive,5,0.921,0.799
FB_00387,2024-01-25T00:00:00.000Z,survey,"Processed feedback content 387",0.926,positive,10,0.918,0.572
FB_00388,2024-08-24T23:00:00.000Z,support_ticket,"Processed feedback content 388",0.551,neutral,3,0.876,0.675
FB_00389,2024-06-07T23:00:00.000Z,social_media,"Processed feedback content 389",0.908,positive,3,0.897,0.958
FB_00390,2024-02-16T00:00:00.000Z,social_media,"Processed feedback content 390",0.983,positive,12,0.806,0.815
FB_00391,2024-03-17T00:00:00.000Z,email,"Processed feedback content 391",0.333,negative,3,0.815,0.691
FB_00392,2024-05-03T23:00:00.000Z,chat,"Processed feedback content 392",0.096,negative,2,0.788,0.705
FB_00393,2024-05-22T23:00:00.000Z,in_app,"Processed feedback content 393",0.340,negative,7,0.786,0.543
FB_00394,2024-08-16T23:00:00.000Z,phone,"Processed feedback content 394",0.072,negative,2,0.996,0.589
FB_00395,2024-08-13T23:00:00.000Z,email,"Processed feedback content 395",0.234,negative,4,0.990,0.848
FB_00396,2024-08-07T23:00:00.000Z,social_media,"Processed feedback content 396",0.917,positive,11,0.714,0.683
FB_00397,2024-04-20T23:00:00.000Z,survey,"Processed feedback content 397",0.195,negative,9,0.706,0.562
FB_00398,2024-08-11T23:00:00.000Z,social_media,"Processed feedback content 398",0.356,negative,4,0.806,0.711
FB_00399,2024-06-11T23:00:00.000Z,email,"Processed feedback content 399",0.362,negative,9,0.777,0.612
FB_00400,2024-04-11T23:00:00.000Z,survey,"Processed feedback content 400",0.808,positive,9,0.739,0.623
FB_00401,2024-01-06T00:00:00.000Z,chat,"Processed feedback content 401",0.464,neutral,7,0.803,0.995
FB_00402,2024-08-14T23:00:00.000Z,social_media,"Processed feedback content 402",0.097,negative,11,0.930,0.770
FB_00403,2024-09-14T23:00:00.000Z,chat,"Processed feedback content 403",0.465,neutral,10,0.736,0.565
FB_00404,2024-08-07T23:00:00.000Z,social_media,"Processed feedback content 404",0.960,positive,11,0.967,0.546
FB_00405,2024-02-20T00:00:00.000Z,in_app,"Processed feedback content 405",0.239,negative,9,0.893,0.968
FB_00406,2024-10-22T23:00:00.000Z,phone,"Processed feedback content 406",0.406,neutral,10,0.825,0.736
FB_00407,2024-12-05T00:00:00.000Z,survey,"Processed feedback content 407",0.273,negative,12,0.965,0.538
FB_00408,2024-11-27T00:00:00.000Z,chat,"Processed feedback content 408",0.272,negative,2,0.792,0.888
FB_00409,2024-07-16T23:00:00.000Z,survey,"Processed feedback content 409",0.021,negative,10,0.971,0.648
FB_00410,2024-06-05T23:00:00.000Z,phone,"Processed feedback content 410",0.036,negative,6,0.771,0.837
FB_00411,2024-08-24T23:00:00.000Z,social_media,"Processed feedback content 411",0.444,neutral,9,0.860,0.671
FB_00412,2024-01-11T00:00:00.000Z,chat,"Processed feedback content 412",0.777,positive,8,0.770,0.587
FB_00413,2024-11-24T00:00:00.000Z,social_media,"Processed feedback content 413",0.494,neutral,8,0.916,0.806
FB_00414,2024-12-07T00:00:00.000Z,in_app,"Processed feedback content 414",0.490,neutral,10,0.900,0.678
FB_00415,2024-01-10T00:00:00.000Z,in_app,"Processed feedback content 415",0.740,positive,3,0.964,0.871
FB_00416,2024-06-18T23:00:00.000Z,email,"Processed feedback content 416",0.445,neutral,11,0.955,0.826
FB_00417,2024-08-17T23:00:00.000Z,in_app,"Processed feedback content 417",0.685,positive,1,0.756,0.881
FB_00418,2024-06-16T23:00:00.000Z,email,"Processed feedback content 418",0.832,positive,7,0.800,0.868
FB_00419,2024-01-18T00:00:00.000Z,email,"Processed feedback content 419",0.909,positive,4,0.868,0.959
FB_00420,2024-11-04T00:00:00.000Z,support_ticket,"Processed feedback content 420",0.348,negative,5,0.835,0.929
FB_00421,2024-11-15T00:00:00.000Z,social_media,"Processed feedback content 421",0.044,negative,10,0.838,0.686
FB_00422,2024-03-19T00:00:00.000Z,phone,"Processed feedback content 422",0.222,negative,9,0.792,0.745
FB_00423,2024-01-04T00:00:00.000Z,social_media,"Processed feedback content 423",0.016,negative,9,0.917,0.895
FB_00424,2024-12-21T00:00:00.000Z,support_ticket,"Processed feedback content 424",0.823,positive,4,0.809,0.874
FB_00425,2024-01-14T00:00:00.000Z,in_app,"Processed feedback content 425",0.461,neutral,2,0.944,0.885
FB_00426,2024-04-07T23:00:00.000Z,chat,"Processed feedback content 426",0.559,neutral,2,0.923,0.860
FB_00427,2024-12-10T00:00:00.000Z,email,"Processed feedback content 427",0.872,positive,4,0.882,0.900
FB_00428,2024-07-21T23:00:00.000Z,social_media,"Processed feedback content 428",0.845,positive,1,0.838,0.600
FB_00429,2024-01-06T00:00:00.000Z,email,"Processed feedback content 429",0.434,neutral,5,0.847,0.628
FB_00430,2024-12-10T00:00:00.000Z,support_ticket,"Processed feedback content 430",0.171,negative,8,0.794,0.827
FB_00431,2024-02-28T00:00:00.000Z,support_ticket,"Processed feedback content 431",0.471,neutral,4,0.802,0.663
FB_00432,2024-01-21T00:00:00.000Z,social_media,"Processed feedback content 432",0.880,positive,9,0.743,0.730
FB_00433,2024-07-23T23:00:00.000Z,chat,"Processed feedback content 433",0.209,negative,6,0.823,0.947
FB_00434,2024-05-11T23:00:00.000Z,phone,"Processed feedback content 434",0.098,negative,12,0.970,0.873
FB_00435,2024-01-18T00:00:00.000Z,support_ticket,"Processed feedback content 435",0.046,negative,9,0.769,0.517
FB_00436,2024-09-12T23:00:00.000Z,support_ticket,"Processed feedback content 436",0.661,positive,2,0.725,0.844
FB_00437,2024-01-22T00:00:00.000Z,phone,"Processed feedback content 437",0.346,negative,3,0.772,0.919
FB_00438,2024-11-24T00:00:00.000Z,email,"Processed feedback content 438",0.204,negative,3,0.960,0.627
FB_00439,2024-06-25T23:00:00.000Z,survey,"Processed feedback content 439",0.372,negative,6,0.804,0.830
FB_00440,2024-11-10T00:00:00.000Z,chat,"Processed feedback content 440",0.544,neutral,4,0.769,0.553
FB_00441,2024-05-20T23:00:00.000Z,social_media,"Processed feedback content 441",0.859,positive,4,0.981,0.977
FB_00442,2024-03-25T00:00:00.000Z,chat,"Processed feedback content 442",0.718,positive,3,0.972,0.935
FB_00443,2024-05-05T23:00:00.000Z,social_media,"Processed feedback content 443",0.479,neutral,2,0.938,0.525
FB_00444,2024-09-08T23:00:00.000Z,in_app,"Processed feedback content 444",0.333,negative,8,0.815,0.987
FB_00445,2024-09-27T23:00:00.000Z,chat,"Processed feedback content 445",0.393,negative,1,0.778,0.899
FB_00446,2024-02-08T00:00:00.000Z,support_ticket,"Processed feedback content 446",0.884,positive,1,0.880,0.717
FB_00447,2024-02-23T00:00:00.000Z,chat,"Processed feedback content 447",0.993,positive,4,0.934,0.945
FB_00448,2024-01-15T00:00:00.000Z,email,"Processed feedback content 448",0.039,negative,9,0.742,0.743
FB_00449,2024-03-31T23:00:00.000Z,phone,"Processed feedback content 449",0.401,neutral,12,0.800,0.955
FB_00450,2024-03-14T00:00:00.000Z,email,"Processed feedback content 450",0.844,positive,3,0.792,0.976
FB_00451,2024-05-22T23:00:00.000Z,survey,"Processed feedback content 451",0.593,neutral,10,0.703,0.864
FB_00452,2024-07-10T23:00:00.000Z,phone,"Processed feedback content 452",0.648,positive,10,0.824,0.533
FB_00453,2024-06-25T23:00:00.000Z,support_ticket,"Processed feedback content 453",0.765,positive,7,0.958,0.757
FB_00454,2024-04-05T23:00:00.000Z,chat,"Processed feedback content 454",0.538,neutral,10,0.911,0.933
FB_00455,2024-11-05T00:00:00.000Z,chat,"Processed feedback content 455",0.757,positive,2,0.847,0.536
FB_00456,2024-06-16T23:00:00.000Z,support_ticket,"Processed feedback content 456",0.568,neutral,2,0.736,0.589
FB_00457,2024-08-19T23:00:00.000Z,survey,"Processed feedback content 457",0.135,negative,8,0.759,0.770
FB_00458,2024-06-06T23:00:00.000Z,email,"Processed feedback content 458",0.834,positive,8,0.786,0.641
FB_00459,2024-06-30T23:00:00.000Z,phone,"Processed feedback content 459",0.940,positive,1,0.845,0.853
FB_00460,2024-05-20T23:00:00.000Z,email,"Processed feedback content 460",0.845,positive,12,0.925,0.730
FB_00461,2024-05-23T23:00:00.000Z,chat,"Processed feedback content 461",0.122,negative,1,0.808,0.847
FB_00462,2024-07-02T23:00:00.000Z,email,"Processed feedback content 462",0.150,negative,6,0.965,0.519
FB_00463,2024-06-20T23:00:00.000Z,support_ticket,"Processed feedback content 463",0.289,negative,5,0.748,0.825
FB_00464,2024-01-13T00:00:00.000Z,survey,"Processed feedback content 464",0.035,negative,4,0.789,0.640
FB_00465,2024-10-10T23:00:00.000Z,in_app,"Processed feedback content 465",0.776,positive,3,0.845,0.781
FB_00466,2024-05-10T23:00:00.000Z,in_app,"Processed feedback content 466",0.979,positive,2,0.821,0.778
FB_00467,2024-01-24T00:00:00.000Z,survey,"Processed feedback content 467",0.812,positive,11,0.791,0.553
FB_00468,2024-10-01T23:00:00.000Z,survey,"Processed feedback content 468",0.459,neutral,2,0.732,0.590
FB_00469,2024-07-21T23:00:00.000Z,social_media,"Processed feedback content 469",0.218,negative,6,0.994,0.921
FB_00470,2024-12-04T00:00:00.000Z,social_media,"Processed feedback content 470",0.975,positive,11,0.891,0.809
FB_00471,2024-06-20T23:00:00.000Z,email,"Processed feedback content 471",0.576,neutral,7,0.935,0.673
FB_00472,2024-04-23T23:00:00.000Z,support_ticket,"Processed feedback content 472",0.197,negative,7,0.735,0.680
FB_00473,2024-07-14T23:00:00.000Z,email,"Processed feedback content 473",0.043,negative,3,0.931,0.689
FB_00474,2024-07-20T23:00:00.000Z,social_media,"Processed feedback content 474",0.410,neutral,2,0.709,0.970
FB_00475,2024-04-05T23:00:00.000Z,survey,"Processed feedback content 475",0.421,neutral,7,0.744,0.827
FB_00476,2024-06-13T23:00:00.000Z,email,"Processed feedback content 476",0.278,negative,12,0.768,0.904
FB_00477,2024-08-13T23:00:00.000Z,in_app,"Processed feedback content 477",0.428,neutral,12,0.798,0.826
FB_00478,2024-04-27T23:00:00.000Z,support_ticket,"Processed feedback content 478",0.905,positive,1,0.973,0.701
FB_00479,2024-03-06T00:00:00.000Z,email,"Processed feedback content 479",0.419,neutral,5,0.946,0.923
FB_00480,2024-10-16T23:00:00.000Z,phone,"Processed feedback content 480",0.048,negative,9,0.762,0.599
FB_00481,2024-08-10T23:00:00.000Z,phone,"Processed feedback content 481",0.478,neutral,3,0.788,0.905
FB_00482,2024-09-04T23:00:00.000Z,chat,"Processed feedback content 482",0.891,positive,10,0.939,0.806
FB_00483,2024-09-01T23:00:00.000Z,support_ticket,"Processed feedback content 483",0.581,neutral,10,0.954,0.776
FB_00484,2024-10-11T23:00:00.000Z,chat,"Processed feedback content 484",0.343,negative,6,0.774,0.882
FB_00485,2024-05-12T23:00:00.000Z,support_ticket,"Processed feedback content 485",0.216,negative,5,0.982,0.784
FB_00486,2024-02-21T00:00:00.000Z,support_ticket,"Processed feedback content 486",0.917,positive,11,0.903,0.599
FB_00487,2024-02-21T00:00:00.000Z,in_app,"Processed feedback content 487",0.847,positive,5,0.733,0.995
FB_00488,2024-06-15T23:00:00.000Z,social_media,"Processed feedback content 488",0.472,neutral,12,0.740,0.932
FB_00489,2024-11-15T00:00:00.000Z,chat,"Processed feedback content 489",0.207,negative,1,0.738,0.577
FB_00490,2024-04-02T23:00:00.000Z,support_ticket,"Processed feedback content 490",0.493,neutral,12,0.710,0.715
FB_00491,2024-05-19T23:00:00.000Z,survey,"Processed feedback content 491",0.692,positive,10,0.847,0.961
FB_00492,2024-01-25T00:00:00.000Z,in_app,"Processed feedback content 492",0.888,positive,6,0.813,0.696
FB_00493,2024-10-19T23:00:00.000Z,email,"Processed feedback content 493",0.548,neutral,2,0.705,0.888
FB_00494,2024-07-22T23:00:00.000Z,phone,"Processed feedback content 494",0.836,positive,6,0.871,0.811
FB_00495,2024-05-04T23:00:00.000Z,support_ticket,"Processed feedback content 495",0.720,positive,5,0.864,0.756
FB_00496,2024-03-08T00:00:00.000Z,social_media,"Processed feedback content 496",0.345,negative,1,0.920,0.671
FB_00497,2024-08-21T23:00:00.000Z,support_ticket,"Processed feedback content 497",0.018,negative,11,0.852,0.809
FB_00498,2024-09-15T23:00:00.000Z,phone,"Processed feedback content 498",0.643,positive,4,0.985,0.801
FB_00499,2024-10-11T23:00:00.000Z,support_ticket,"Processed feedback content 499",0.598,neutral,11,0.728,0.853
FB_00500,2024-05-11T23:00:00.000Z,chat,"Processed feedback content 500",0.496,neutral,1,0.933,0.585
FB_00501,2024-11-19T00:00:00.000Z,email,"Processed feedback content 501",0.844,positive,5,0.994,0.801
FB_00502,2024-09-08T23:00:00.000Z,email,"Processed feedback content 502",0.940,positive,5,0.989,0.558
FB_00503,2024-10-09T23:00:00.000Z,phone,"Processed feedback content 503",0.262,negative,10,0.888,0.626
FB_00504,2024-11-12T00:00:00.000Z,in_app,"Processed feedback content 504",0.857,positive,11,0.829,0.886
FB_00505,2024-08-02T23:00:00.000Z,email,"Processed feedback content 505",0.760,positive,2,0.737,0.547
FB_00506,2024-06-27T23:00:00.000Z,phone,"Processed feedback content 506",0.534,neutral,7,0.999,0.669
FB_00507,2024-06-04T23:00:00.000Z,chat,"Processed feedback content 507",0.855,positive,1,0.909,0.980
FB_00508,2024-01-19T00:00:00.000Z,chat,"Processed feedback content 508",0.068,negative,9,0.737,0.840
